Id,Title,Keywords,Field_Auto,Cluster,Link
206,Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,"['response dependent pathways', 'keywords yeast microgravity', 'yeast saccharomyces cerevisiae', 'colonies evolve dynamically', 'modify ammonia convection', 'action cell aging', 'cancer pharmacogenomics', 'colony differentiation', 'mechanisms drug action']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/
207,Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,"['gene expression liver', 'spaceflight induced changes', 'understanding genome', 'harvested animals flown', 'keywords spaceflight microgravity', 'hormones nitrogen organonitrogen', 'apoptosis cell death', 'develop effective countermeasures', 'animals', 'performed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/
208,Yeast in Space,"['use liposomal amphotericin', 'resonance imaging revealed', 'meningitis keywords case', 'caused cryptococcus albidus', 'case report', 'cns infections', 'clinical data', 'related species', 'frontal insular region', 'interventions outcomes diagnosed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/
209,Endocrine Effects of Space Flight,"['transcriptomics serum metabolomics', 'microgravity effect mouse', 'keywords microgravity', 'box behavioral tests', 'emotional changes space', 'terms neuroscience zoology', 'activity altered gait', 'conducted evaluate dimensional', 'risk factors']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/
210,Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,"['chip acute kidney', 'tubular cell injury', 'bidirectional fluid shear', 'iopromide iso osmolar', 'rheological properties', 'remain poorly understood', 'vitro studies keywords', '50 250']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/
211,Bone hemodynamic responses to changes in external pressure.,"['anesthesia otoendoscopic surgery', 'clinical parameters blood', 'double blind rct', 'conformed inclusion criteria', 'bone cartilage', 'chictri1800016647 keywords epinephrine', 'trial registration clinical', 'main outcome measures']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/
212,Back pain in space and post-flight spine injury: Mechanisms and countermeasure development,"['information spine biomechanics', 'injury 2017', 'water content did', 'outcome measures compared', 'l2 l3 22', 't2 weighted', 'subjects subjects', 'purpose', '2017 elsevier']",Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/
213,Fifteen days of microgravity causes growth in calvaria of mice,"['microgravity increased blood', 'volume bone volume', 'tissue mineral density', 'compared ground control', '15 mice calvariae', 'findings suggest', 'tissue keywords bone', '64 79', 'redistribution elicit']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/
214,Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,"['lumbar lordosis pain', 'children keywords backpacks', 'known injury identified', 's1 ivd', 'design measure lumbar', 'kg kg kg', 'objective', 'previously published']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/
215,Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,"['quantify bone', 'microgravity bending properties', 'mouse spinal segments', 'intervertebral disc herniation', 'm1 mission vivarium', 'displacement curve 32', 'astronauts keywords spaceflight']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/
216,Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,"['microgravity mediated bone', 'gene expression related', 'bion m1 mice', 'structures calvaria 16', 'keywords osteogenesis', '20 week old', 'risks returning crew', 'parasagittal capillary numbers', 'analyzed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/
217,"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.","['mycobacteria form biofilms', 'determine bacterial growth', 'increase lipid', 'stress exposure times', 'lsmmg ng', 'cell culture', 'marinum grown', 'grown high aspect', 'earlier ng']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/
218,Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,"['data indicate mechanostimulation', 'root growth rate', 'key words mechanostimulation', 'affect memory persistence', 'clinorotation commonly used', 'maximal curvature used', '81 03', 'persistence key words', 'does', '10 15']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/
219,Oxygen dependency of germinating Brassica seeds.,"['stress responses germination', 'deleterious impacts cauliflower', 'content cauliflower', 'traits exhibited', 'keywords brassica oleracea', 'substantial positive relationships', 'ecosystems keywords', 'oleracea var']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/
220,"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides","['thermotolerance dry fronds', 'hydroperoxides lipid hydroperoxides', 'c18 linolenic c18', '40 catalase cat', 'efficiency metabolic indicators', 'activities remained high', 'plants rarely studied', 'data', '55 10']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/
221,Transcription profile of auxin related genes during positively gravitropic hypocotyl curvature of Brassica rapa.,"['hypocotyl transcription profile', 'rapa dicots exhibit', 'profiling using spge', 'distinct curving tissue', 'keywords brassica rapa', 'ubiquitin1 ubq1', 'affect differential', 'gene log fold', 'tissue extraction']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/
222,High-gradient magnetic fields and starch metabolism: Results from a space experiment.,"['experiments showed high', 'adjusts microgravity mechanostimulation', 'experiments brassica rapa', 'size changes correlated', 'phototropism determine directional', 'organelles amyloplasts', 'directing plant growth', 'terms biological techniques']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/
223,Lipid rafts and plant gravisensitivity.,"['interactions lipid microdomains', 'intricately linked structures', 'membranes include specific', 'plasmodesmata', 'optimize plant growth', 'bioregenerative life support', 'keywords cell membrane', 'functions provide', 'future research directions', 'fatty acid content']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/
224,Expression and characterization of the bacterial mechanosensitive channel MscS in Xenopus laevis oocytes,"['mechanosensitive channels msl10', 'negative membrane potentials', 'characterization msl10 reported', 'structure function important', 'plant cell organelle', 'proteins arabidopsis thaliana', 'xenopus laevis oocytes', 'mscs 10 mscs', 'clamp electrophysiology', 'like organisms plants']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/
225,United in Diversity: Mechanosensitive Ion Channels in Plants,"['decrease mechanosensitivity s1pr3', 'role s1pr3 regulating', 's1p s1p receptor', 'somatosensory neurons mediate', 'regulating neuronal excitability', 'pain molecular underpinnings', 'stimuli innocuous touch', 'research organism mouse', 'findings', 'studies identified']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/
226,Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,"['mechanosensitive ion channels', 'expression xenopus laevis', 'protein expression systems', 'oocytes patch clamp', 'widely used membrane', 'african clawed frog', 'laevis comprise', 'methods']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/
227,The ongoing search for the molecular basis of plant osmosensing,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/
228,Plastid osmotic stress influences cell differentiation at the plant shoot apex.,"['apical meristem develop', 'requires cytokinin receptor', 'mutants exhibit dramatically', 'msl2 msl3 mutants', 'arabidopsis thaliana', 'cytokinin levels', 'signaling control cell', 'plastid reactive oxygen', 'key words arabidopsis', 'stem cell']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/
229,Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle.,"['representative utricular regions', 'analyses quantify synapse', 'aboard space shuttle', 'previously conducted used', 'used immunohistochemistry volumetric', 'shank1a synapses identified', 'imposes radically different', 'alleviates load normally', 'performed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/
230,Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,"['microgravity simulation reproduce', 'actin vinculin staining', 'hmscs methods compared', 'generally motile exhibited', 'mesenchymal stem cell', 'lab chip', 'behaviors', '30 60 75']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/
231,"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.","['bone morphogenic protein', 'growth factor beta', 'type col1a1', 'regulation gene expression', 'real time rtpcr', 'mc3t3e1 osteoblast', 'measured thymidine incorporation', 'photomicroscopy used identify', 'methods']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/
232,"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer.","['intervention lycopene fish', 'gene expression profiles', 'eicosapentaenoic 549', 'randomized clinical trial', 'regulate insulin like', 'cancer keywords prostate', 'randomized double', 'factors associated reduced', 'methods']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/
233,To Infinity and Beyond! Human spaceflight and life science.,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6188462/
234,Hyperoxia inhibits T cell activation in mice,"['aggravate abnormal lung', 'nkt cells development', 'ferroptosis related genes', 'hyperoxia group mice', 'lung disease', 'cells transwell culture', 'keywords alveolar type', 'verify role inkt']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/
235,"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules","['affect endothelial cell', 'mechanical forces including', 'endothelial cell function', 'gene expression human', 'expression adhesion molecules', 'mechanical unloading', 'mu 24 hours', 'pro inflammatory cytokines', 'physiologic changes associated']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/
236,n-3 Polyunsaturated fatty acids supplementation in peripheral artery disease: the OMEGA-PAD trial,"['hydroxyeicosapentaenoic acids mono', 'reactive protein levels', 'lipid mediators spms', 'controlled trial', 'artery disease', 'function walking ability', 'placebo 01 38']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/
237,Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,"['hepatocyte differentiated functions', 'analyses revealed genes', 'gene expression analyses', 'dimensional 3d culture', 'bioreactors global gene', 'factor 4α hnf4a', 'biomedical applications keywords', 'findings']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/
238,Spaceflight alters expression of microRNA during T-cell activation,"['spaceflight regulates mirna', 'immune response', 'real time pcr', 'keywords gene expression', 'promoter regions', 'faslg btg2 spry2', 'chang martinez li']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/
239,Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,"['increase il 17', 'inflammatory responses', 'spaceflight mice remained', 'lipid control mice', 'inflammatory adjuvant monophosphoryl', 'health risks dysregulated', 'keywords inflammation microgravity', 'received']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/
240,"From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.","['cellular mechanotransduction', 'nanobiotechnology approaches permit', 'new dna based', 'award biomedical engineering', 'regenerative medicine keywords', 'pritzker distinguished lecturer', 'designed test theory', 'meeting october 2009', 'behaviors', 'materials']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/
